supplier_id,supplier_name,location,lead_time_days,reliability_score,average_delay_days
S002630,Pro Supply Solutions 2630,Jaipur,5,91.92,3.61
S002631,NextGen Supply Solutions 2631,Bangalore,29,83.93,3.91
S002632,Standard Supply Solutions 2632,Ahmedabad,9,93.08,4.57
S002633,NextGen Supply Solutions 2633,Bangalore,6,71.09,7.17
S002634,Premium Supply Solutions 2634,Ahmedabad,12,95.61,11.76
S002635,Pro Supply Solutions 2635,Pune,3,98.99,3.96
S002636,Pro Supply Solutions 2636,Jaipur,3,87.61,11.31
S002637,Advanced Supply Solutions 2637,Indore,8,71.66,2.62
S002638,Eco Supply Solutions 2638,Ahmedabad,22,69.91,1.53
S002639,Ultra Supply Solutions 2639,Noida,25,97.62,6.48
S002640,Power Supply Solutions 2640,Noida,9,94.63,11.72
S002641,Smart Supply Solutions 2641,Coimbatore,21,90.46,5.92
S002642,Industrial Supply Solutions 2642,Hyderabad,12,97.27,9.64
S002643,Smart Supply Solutions 2643,Hyderabad,15,82.12,5.78
S002644,Industrial Supply Solutions 2644,Pune,12,95.18,10.23
S002645,Industrial Supply Solutions 2645,Kochi,27,70.54,9.79
S002646,Pro Supply Solutions 2646,Lucknow,17,71.22,8.3
S002647,Premium Supply Solutions 2647,Chennai,17,82.42,7.46
S002648,Eco Supply Solutions 2648,Mumbai,27,76.31,6.31
S002649,NextGen Supply Solutions 2649,Noida,21,79.71,11.49
S002650,Advanced Supply Solutions 2650,Gurgaon,7,92.14,6.78
S002651,Power Supply Solutions 2651,Pune,8,66.82,4.18
S002652,Power Supply Solutions 2652,Delhi,12,89.51,10.61
S002653,NextGen Supply Solutions 2653,Lucknow,5,68.0,7.99
S002654,Advanced Supply Solutions 2654,Lucknow,22,93.82,6.79
S002655,Power Supply Solutions 2655,Kochi,16,71.86,8.25
S002656,Premium Supply Solutions 2656,Gurgaon,4,89.99,4.32
S002657,Pro Supply Solutions 2657,Hyderabad,14,85.12,5.17
S002658,Smart Supply Solutions 2658,Kolkata,26,78.11,2.51
S002659,Standard Supply Solutions 2659,Mumbai,28,74.1,10.29
S002660,Ultra Supply Solutions 2660,Hyderabad,29,66.95,8.05
S002661,Industrial Supply Solutions 2661,Kolkata,28,77.01,9.93
S002662,Eco Supply Solutions 2662,Kolkata,20,71.82,3.95
S002663,Ultra Supply Solutions 2663,Mumbai,28,69.62,11.95
S002664,Industrial Supply Solutions 2664,Coimbatore,29,90.11,4.42
S002665,Smart Supply Solutions 2665,Chennai,20,72.23,4.37
S002666,Premium Supply Solutions 2666,Ahmedabad,14,72.59,11.54
S002667,Smart Supply Solutions 2667,Kolkata,30,76.58,7.93
S002668,NextGen Supply Solutions 2668,Ahmedabad,14,80.73,11.21
S002669,Pro Supply Solutions 2669,Lucknow,7,82.47,7.55
S002670,NextGen Supply Solutions 2670,Kochi,5,87.59,3.11
S002671,Eco Supply Solutions 2671,Indore,18,85.01,4.81
S002672,Power Supply Solutions 2672,Pune,3,81.38,10.34
S002673,Power Supply Solutions 2673,Hyderabad,6,78.39,5.98
S002674,Ultra Supply Solutions 2674,Kolkata,9,74.04,8.57
S002675,NextGen Supply Solutions 2675,Gurgaon,17,89.14,2.17
S002676,Premium Supply Solutions 2676,Pune,16,75.8,4.92
S002677,NextGen Supply Solutions 2677,Kolkata,17,93.89,10.11
S002678,Power Supply Solutions 2678,Delhi,17,84.93,11.3
S002679,Premium Supply Solutions 2679,Gurgaon,30,86.55,4.03
S002680,Advanced Supply Solutions 2680,Jaipur,9,82.3,2.24
S002681,Ultra Supply Solutions 2681,Ahmedabad,16,96.57,0.48
S002682,Ultra Supply Solutions 2682,Indore,20,79.33,1.7
S002683,Advanced Supply Solutions 2683,Coimbatore,10,79.52,10.06
S002684,Power Supply Solutions 2684,Indore,8,95.36,5.58
S002685,Premium Supply Solutions 2685,Mumbai,4,85.57,3.64
S002686,Industrial Supply Solutions 2686,Indore,12,80.27,9.35
S002687,Smart Supply Solutions 2687,Pune,10,73.91,9.56
S002688,Premium Supply Solutions 2688,Kolkata,8,73.33,4.47
S002689,Standard Supply Solutions 2689,Kolkata,10,92.25,10.84
S002690,NextGen Supply Solutions 2690,Chennai,22,74.5,5.66
S002691,Eco Supply Solutions 2691,Indore,26,65.2,3.28
S002692,Standard Supply Solutions 2692,Noida,17,65.66,10.82
S002693,NextGen Supply Solutions 2693,Coimbatore,4,98.27,2.0
S002694,Industrial Supply Solutions 2694,Coimbatore,23,84.03,11.95
S002695,NextGen Supply Solutions 2695,Kolkata,7,81.63,7.44
S002696,Advanced Supply Solutions 2696,Jaipur,4,96.21,11.0
S002697,Ultra Supply Solutions 2697,Ahmedabad,18,76.96,2.31
S002698,Industrial Supply Solutions 2698,Ahmedabad,14,92.03,4.79
S002699,Ultra Supply Solutions 2699,Kochi,11,89.54,10.5
S002700,Ultra Supply Solutions 2700,Jaipur,30,81.22,10.08
S002701,Power Supply Solutions 2701,Indore,5,91.34,10.49
S002702,Eco Supply Solutions 2702,Kochi,4,97.84,3.51
S002703,Smart Supply Solutions 2703,Noida,19,71.82,7.49
S002704,Power Supply Solutions 2704,Indore,14,65.6,4.8
S002705,Pro Supply Solutions 2705,Mumbai,25,92.93,3.99
S002706,Smart Supply Solutions 2706,Kochi,4,78.72,6.34
S002707,Eco Supply Solutions 2707,Pune,14,83.51,8.64
S002708,Advanced Supply Solutions 2708,Kolkata,7,72.56,6.32
S002709,Eco Supply Solutions 2709,Kochi,4,93.62,2.92
S002710,Power Supply Solutions 2710,Chennai,15,89.52,9.73
S002711,Pro Supply Solutions 2711,Indore,23,97.41,11.74
S002712,Pro Supply Solutions 2712,Ahmedabad,7,81.16,4.48
S002713,NextGen Supply Solutions 2713,Pune,26,98.2,10.22
S002714,Premium Supply Solutions 2714,Chennai,17,82.37,10.39
S002715,Premium Supply Solutions 2715,Kolkata,16,86.13,3.27
S002716,Industrial Supply Solutions 2716,Coimbatore,28,87.92,8.52
S002717,Industrial Supply Solutions 2717,Mumbai,12,81.65,11.27
S002718,Standard Supply Solutions 2718,Ahmedabad,8,84.13,8.93
S002719,Premium Supply Solutions 2719,Lucknow,25,72.59,0.55
S002720,Ultra Supply Solutions 2720,Ahmedabad,6,77.32,7.33
S002721,Standard Supply Solutions 2721,Gurgaon,27,88.87,9.39
S002722,Standard Supply Solutions 2722,Pune,26,66.33,7.49
S002723,Ultra Supply Solutions 2723,Delhi,30,88.81,0.54
S002724,Advanced Supply Solutions 2724,Noida,15,75.33,1.62
S002725,Eco Supply Solutions 2725,Indore,20,74.24,9.66
S002726,Standard Supply Solutions 2726,Ahmedabad,27,88.58,5.96
S002727,Ultra Supply Solutions 2727,Kolkata,6,72.31,11.5
S002728,Pro Supply Solutions 2728,Mumbai,11,97.7,5.1
S002729,Premium Supply Solutions 2729,Coimbatore,16,98.68,9.9
S002730,Industrial Supply Solutions 2730,Indore,20,80.58,0.62
S002731,NextGen Supply Solutions 2731,Indore,22,78.65,10.12
S002732,Premium Supply Solutions 2732,Pune,28,67.69,10.34
S002733,NextGen Supply Solutions 2733,Noida,16,91.46,4.47
S002734,Smart Supply Solutions 2734,Kolkata,7,70.53,3.85
S002735,Industrial Supply Solutions 2735,Hyderabad,8,96.72,10.94
S002736,Ultra Supply Solutions 2736,Hyderabad,25,98.68,9.38
S002737,Premium Supply Solutions 2737,Pune,15,69.16,7.26
S002738,Ultra Supply Solutions 2738,Gurgaon,20,88.22,5.35
S002739,Industrial Supply Solutions 2739,Mumbai,18,80.84,10.96
S002740,Advanced Supply Solutions 2740,Jaipur,25,83.4,9.02
S002741,Ultra Supply Solutions 2741,Kolkata,9,71.11,5.12
S002742,Pro Supply Solutions 2742,Indore,7,89.6,6.06
S002743,Premium Supply Solutions 2743,Chennai,23,70.66,1.36
S002744,NextGen Supply Solutions 2744,Bangalore,15,95.1,9.77
S002745,Ultra Supply Solutions 2745,Chennai,25,80.44,10.13
S002746,Industrial Supply Solutions 2746,Coimbatore,6,86.59,4.4
S002747,Smart Supply Solutions 2747,Chennai,10,96.34,3.85
S002748,Power Supply Solutions 2748,Jaipur,29,90.09,3.18
S002749,Industrial Supply Solutions 2749,Lucknow,26,83.39,2.25
S002750,NextGen Supply Solutions 2750,Chennai,4,78.69,11.38
S002751,Smart Supply Solutions 2751,Noida,25,80.71,9.16
S002752,Pro Supply Solutions 2752,Hyderabad,4,76.62,5.31
S002753,Premium Supply Solutions 2753,Pune,6,97.17,1.5
S002754,Standard Supply Solutions 2754,Chennai,28,73.6,1.85
S002755,NextGen Supply Solutions 2755,Jaipur,6,78.92,8.58
S002756,Power Supply Solutions 2756,Indore,11,91.46,2.6
S002757,Power Supply Solutions 2757,Hyderabad,6,77.39,4.3
S002758,Standard Supply Solutions 2758,Chennai,19,95.14,11.49
S002759,Advanced Supply Solutions 2759,Lucknow,4,73.26,7.06
S002760,Industrial Supply Solutions 2760,Kolkata,11,66.07,9.74
S002761,Ultra Supply Solutions 2761,Ahmedabad,12,86.38,1.43
S002762,Industrial Supply Solutions 2762,Jaipur,21,82.28,4.1
S002763,Advanced Supply Solutions 2763,Delhi,16,96.72,10.77
S002764,Pro Supply Solutions 2764,Indore,8,79.39,9.76
S002765,Smart Supply Solutions 2765,Pune,16,69.61,8.74
S002766,Premium Supply Solutions 2766,Noida,15,76.21,7.13
S002767,Advanced Supply Solutions 2767,Kolkata,12,78.37,3.37
S002768,NextGen Supply Solutions 2768,Kochi,17,84.83,7.11
S002769,Industrial Supply Solutions 2769,Noida,12,74.33,0.8
S002770,NextGen Supply Solutions 2770,Delhi,12,83.71,2.59
S002771,Standard Supply Solutions 2771,Delhi,24,95.87,6.32
S002772,Pro Supply Solutions 2772,Indore,10,79.41,0.22
S002773,Smart Supply Solutions 2773,Ahmedabad,12,87.15,2.94
S002774,Eco Supply Solutions 2774,Chennai,6,72.78,2.0
S002775,Premium Supply Solutions 2775,Delhi,22,92.25,4.28
S002776,Advanced Supply Solutions 2776,Mumbai,22,74.17,10.33
S002777,Premium Supply Solutions 2777,Indore,21,84.71,11.38
S002778,NextGen Supply Solutions 2778,Coimbatore,7,75.21,2.15
S002779,Advanced Supply Solutions 2779,Pune,15,67.29,2.93
S002780,Pro Supply Solutions 2780,Hyderabad,11,75.87,10.19
S002781,Advanced Supply Solutions 2781,Kolkata,24,72.21,2.24
S002782,NextGen Supply Solutions 2782,Delhi,12,95.35,8.95
S002783,Eco Supply Solutions 2783,Gurgaon,14,74.05,1.21
S002784,Power Supply Solutions 2784,Noida,15,98.13,7.85
S002785,NextGen Supply Solutions 2785,Coimbatore,24,81.74,3.34
S002786,Ultra Supply Solutions 2786,Chennai,22,72.52,9.04
S002787,Smart Supply Solutions 2787,Delhi,25,78.31,6.33
S002788,Pro Supply Solutions 2788,Delhi,14,71.24,2.31
S002789,Pro Supply Solutions 2789,Pune,25,93.35,4.95
S002790,Power Supply Solutions 2790,Noida,27,69.08,6.27
S002791,NextGen Supply Solutions 2791,Bangalore,17,94.7,11.95
S002792,Ultra Supply Solutions 2792,Kochi,22,66.56,5.87
S002793,Eco Supply Solutions 2793,Kolkata,28,75.19,1.98
S002794,Premium Supply Solutions 2794,Kochi,26,69.76,6.75
S002795,Pro Supply Solutions 2795,Kolkata,10,88.3,2.8
S002796,NextGen Supply Solutions 2796,Delhi,23,82.42,10.58
S002797,Power Supply Solutions 2797,Bangalore,15,96.94,10.04
S002798,Premium Supply Solutions 2798,Gurgaon,7,77.45,1.72
S002799,Eco Supply Solutions 2799,Gurgaon,13,66.39,7.14
S002800,Advanced Supply Solutions 2800,Lucknow,30,90.9,8.42
S002801,Eco Supply Solutions 2801,Indore,29,84.7,3.17
S002802,Industrial Supply Solutions 2802,Delhi,25,93.13,7.59
S002803,NextGen Supply Solutions 2803,Chennai,30,79.49,5.66
S002804,Pro Supply Solutions 2804,Hyderabad,19,90.1,5.89
S002805,Ultra Supply Solutions 2805,Mumbai,24,70.82,6.71
S002806,NextGen Supply Solutions 2806,Bangalore,7,98.98,6.93
S002807,Smart Supply Solutions 2807,Mumbai,11,70.9,8.58
S002808,Advanced Supply Solutions 2808,Ahmedabad,7,93.21,5.54
S002809,Eco Supply Solutions 2809,Delhi,29,72.22,8.73
S002810,Ultra Supply Solutions 2810,Delhi,20,91.61,5.93
S002811,Premium Supply Solutions 2811,Mumbai,29,94.28,8.02
S002812,Smart Supply Solutions 2812,Jaipur,14,94.81,3.3
S002813,Ultra Supply Solutions 2813,Noida,14,81.17,6.59
S002814,NextGen Supply Solutions 2814,Coimbatore,21,79.58,5.72
S002815,Ultra Supply Solutions 2815,Mumbai,18,93.35,3.77
S002816,Pro Supply Solutions 2816,Hyderabad,13,84.7,0.94
S002817,Standard Supply Solutions 2817,Kolkata,11,86.12,6.22
S002818,Power Supply Solutions 2818,Noida,17,73.03,0.32
S002819,Ultra Supply Solutions 2819,Mumbai,5,80.17,4.8
S002820,Eco Supply Solutions 2820,Hyderabad,8,77.56,4.57
S002821,Premium Supply Solutions 2821,Kolkata,4,87.62,7.68
S002822,Power Supply Solutions 2822,Bangalore,7,71.68,11.85
S002823,Ultra Supply Solutions 2823,Pune,8,78.8,10.32
S002824,NextGen Supply Solutions 2824,Kochi,5,93.86,11.71
S002825,Standard Supply Solutions 2825,Ahmedabad,4,83.58,11.42
S002826,Power Supply Solutions 2826,Kolkata,25,95.47,1.07
S002827,Advanced Supply Solutions 2827,Ahmedabad,8,72.91,3.53
S002828,NextGen Supply Solutions 2828,Coimbatore,18,79.96,3.7
S002829,Standard Supply Solutions 2829,Ahmedabad,5,82.01,1.04
S002830,Ultra Supply Solutions 2830,Gurgaon,29,78.62,10.19
S002831,NextGen Supply Solutions 2831,Indore,9,88.27,10.76
S002832,Eco Supply Solutions 2832,Delhi,23,70.06,7.34
S002833,Advanced Supply Solutions 2833,Mumbai,20,82.66,10.71
S002834,Premium Supply Solutions 2834,Kolkata,24,69.72,8.63
S002835,Advanced Supply Solutions 2835,Chennai,20,86.39,5.4
S002836,Premium Supply Solutions 2836,Hyderabad,17,93.23,1.97
S002837,NextGen Supply Solutions 2837,Mumbai,24,65.68,11.51
S002838,Power Supply Solutions 2838,Indore,25,80.54,8.37
S002839,Smart Supply Solutions 2839,Noida,13,81.75,4.38
S002840,NextGen Supply Solutions 2840,Jaipur,29,89.49,1.72
S002841,Industrial Supply Solutions 2841,Mumbai,30,67.54,9.63
S002842,Eco Supply Solutions 2842,Pune,23,78.8,9.66
S002843,Eco Supply Solutions 2843,Noida,29,91.71,6.61
S002844,Industrial Supply Solutions 2844,Ahmedabad,5,83.09,12.0
S002845,Industrial Supply Solutions 2845,Jaipur,18,90.49,4.76
S002846,Industrial Supply Solutions 2846,Jaipur,21,77.38,11.32
S002847,Power Supply Solutions 2847,Kolkata,28,96.28,7.64
S002848,Advanced Supply Solutions 2848,Kochi,6,67.63,8.89
S002849,Smart Supply Solutions 2849,Hyderabad,25,68.1,11.02
S002850,Advanced Supply Solutions 2850,Mumbai,5,82.97,10.01
S002851,Ultra Supply Solutions 2851,Indore,13,81.01,3.61
S002852,Advanced Supply Solutions 2852,Bangalore,22,86.71,10.43
S002853,Ultra Supply Solutions 2853,Chennai,11,72.79,6.57
S002854,Pro Supply Solutions 2854,Mumbai,26,72.68,0.73
S002855,Eco Supply Solutions 2855,Hyderabad,29,90.47,8.15
S002856,Pro Supply Solutions 2856,Pune,7,74.92,6.1
S002857,Premium Supply Solutions 2857,Mumbai,10,89.73,6.53
S002858,Eco Supply Solutions 2858,Ahmedabad,5,86.78,5.06
S002859,Eco Supply Solutions 2859,Indore,22,67.83,0.96
S002860,Industrial Supply Solutions 2860,Delhi,27,89.18,2.33
S002861,Ultra Supply Solutions 2861,Indore,19,94.9,9.13
S002862,NextGen Supply Solutions 2862,Kolkata,6,92.77,2.96
S002863,Power Supply Solutions 2863,Gurgaon,7,65.3,7.61
S002864,Standard Supply Solutions 2864,Kolkata,3,83.35,6.59
S002865,Pro Supply Solutions 2865,Chennai,16,96.05,2.81
S002866,Pro Supply Solutions 2866,Mumbai,23,85.36,3.51
S002867,Advanced Supply Solutions 2867,Gurgaon,7,74.87,4.73
S002868,Ultra Supply Solutions 2868,Indore,26,71.61,10.59
S002869,Power Supply Solutions 2869,Ahmedabad,10,88.29,11.31
S002870,Smart Supply Solutions 2870,Gurgaon,17,91.22,4.76
S002871,Smart Supply Solutions 2871,Noida,21,96.03,0.74
S002872,NextGen Supply Solutions 2872,Pune,18,95.79,7.29
S002873,Power Supply Solutions 2873,Mumbai,16,76.54,5.13
S002874,Smart Supply Solutions 2874,Ahmedabad,12,85.53,6.01
S002875,Advanced Supply Solutions 2875,Indore,15,68.45,5.42
S002876,Premium Supply Solutions 2876,Chennai,9,68.21,7.92
S002877,Standard Supply Solutions 2877,Indore,11,67.43,3.79
S002878,NextGen Supply Solutions 2878,Lucknow,24,96.52,10.73
S002879,Power Supply Solutions 2879,Hyderabad,27,70.18,5.17
S002880,NextGen Supply Solutions 2880,Gurgaon,26,81.4,4.23
S002881,Pro Supply Solutions 2881,Kochi,12,79.72,11.09
S002882,Smart Supply Solutions 2882,Ahmedabad,11,76.04,4.43
S002883,Premium Supply Solutions 2883,Jaipur,4,83.28,1.18
S002884,Pro Supply Solutions 2884,Indore,10,65.09,2.03
S002885,Advanced Supply Solutions 2885,Noida,19,77.93,8.63
S002886,Ultra Supply Solutions 2886,Lucknow,10,81.3,6.84
S002887,NextGen Supply Solutions 2887,Lucknow,23,92.31,6.51
S002888,Pro Supply Solutions 2888,Lucknow,4,88.83,1.17
S002889,Ultra Supply Solutions 2889,Lucknow,14,93.89,2.14
S002890,Ultra Supply Solutions 2890,Hyderabad,10,77.79,4.88
S002891,Ultra Supply Solutions 2891,Bangalore,16,69.79,5.49
S002892,Premium Supply Solutions 2892,Delhi,3,78.64,4.64
S002893,Advanced Supply Solutions 2893,Hyderabad,14,97.74,6.13
S002894,NextGen Supply Solutions 2894,Jaipur,25,72.29,8.86
S002895,Smart Supply Solutions 2895,Ahmedabad,26,70.94,7.7
S002896,Premium Supply Solutions 2896,Ahmedabad,10,97.11,7.41
S002897,Standard Supply Solutions 2897,Bangalore,15,97.3,6.78
S002898,Standard Supply Solutions 2898,Jaipur,22,70.07,2.57
S002899,Eco Supply Solutions 2899,Pune,15,91.16,7.33
S002900,Smart Supply Solutions 2900,Kochi,18,79.61,2.07
S002901,Premium Supply Solutions 2901,Mumbai,12,81.74,8.61
S002902,Power Supply Solutions 2902,Chennai,26,81.96,5.54
S002903,Power Supply Solutions 2903,Bangalore,20,97.92,7.06
S002904,Standard Supply Solutions 2904,Chennai,29,71.28,10.38
S002905,Standard Supply Solutions 2905,Indore,24,91.28,4.6
S002906,Power Supply Solutions 2906,Ahmedabad,13,65.19,1.38
S002907,Standard Supply Solutions 2907,Kolkata,12,86.37,10.72
S002908,NextGen Supply Solutions 2908,Chennai,5,87.19,4.51
S002909,Ultra Supply Solutions 2909,Hyderabad,20,90.63,5.0
S002910,Advanced Supply Solutions 2910,Jaipur,23,96.48,3.69
S002911,Ultra Supply Solutions 2911,Coimbatore,12,90.63,5.16
S002912,Pro Supply Solutions 2912,Kochi,3,89.89,6.35
S002913,Industrial Supply Solutions 2913,Kochi,26,73.63,10.15
S002914,Smart Supply Solutions 2914,Ahmedabad,9,98.76,8.7
S002915,Industrial Supply Solutions 2915,Mumbai,19,80.93,6.26
S002916,Industrial Supply Solutions 2916,Jaipur,4,79.19,9.21
S002917,Standard Supply Solutions 2917,Lucknow,4,82.06,10.2
S002918,NextGen Supply Solutions 2918,Ahmedabad,28,78.4,0.89
S002919,Power Supply Solutions 2919,Mumbai,21,85.18,7.19
S002920,Advanced Supply Solutions 2920,Jaipur,3,76.89,0.71
S002921,Advanced Supply Solutions 2921,Indore,5,73.16,3.84
S002922,Eco Supply Solutions 2922,Hyderabad,16,96.55,9.2
S002923,Ultra Supply Solutions 2923,Delhi,22,96.55,9.54
S002924,Premium Supply Solutions 2924,Kochi,14,81.87,10.63
S002925,Industrial Supply Solutions 2925,Chennai,27,97.71,6.08
S002926,Ultra Supply Solutions 2926,Jaipur,21,79.13,1.19
S002927,Standard Supply Solutions 2927,Jaipur,20,78.17,1.7
S002928,Advanced Supply Solutions 2928,Hyderabad,11,96.17,3.08
S002929,Ultra Supply Solutions 2929,Bangalore,22,86.52,4.59
S002930,Standard Supply Solutions 2930,Gurgaon,27,90.93,6.41
S002931,Ultra Supply Solutions 2931,Kolkata,4,79.03,7.82
S002932,Standard Supply Solutions 2932,Lucknow,23,78.84,2.12
S002933,Ultra Supply Solutions 2933,Pune,27,67.83,2.43
S002934,Industrial Supply Solutions 2934,Hyderabad,15,97.87,2.24
S002935,Power Supply Solutions 2935,Lucknow,24,72.75,9.11
S002936,Smart Supply Solutions 2936,Kochi,13,81.81,3.76
S002937,Eco Supply Solutions 2937,Noida,8,68.9,2.17
S002938,Eco Supply Solutions 2938,Coimbatore,25,87.0,5.29
S002939,NextGen Supply Solutions 2939,Kochi,11,78.29,3.12
S002940,Ultra Supply Solutions 2940,Lucknow,24,91.1,4.56
S002941,Eco Supply Solutions 2941,Kochi,11,82.96,9.92
S002942,NextGen Supply Solutions 2942,Kolkata,14,69.4,4.14
S002943,Eco Supply Solutions 2943,Bangalore,22,65.37,2.26
S002944,Ultra Supply Solutions 2944,Noida,12,72.22,2.94
S002945,Power Supply Solutions 2945,Kochi,25,89.63,0.61
S002946,Ultra Supply Solutions 2946,Coimbatore,4,93.17,10.83
S002947,Premium Supply Solutions 2947,Jaipur,3,76.61,8.42
S002948,Industrial Supply Solutions 2948,Gurgaon,5,83.22,5.67
S002949,Premium Supply Solutions 2949,Gurgaon,10,73.16,6.82
S002950,Premium Supply Solutions 2950,Mumbai,4,94.94,3.2
S002951,Pro Supply Solutions 2951,Bangalore,13,97.82,4.96
S002952,Premium Supply Solutions 2952,Bangalore,3,90.6,3.97
S002953,NextGen Supply Solutions 2953,Indore,24,68.02,9.93
S002954,Industrial Supply Solutions 2954,Kochi,7,79.86,8.97
S002955,Smart Supply Solutions 2955,Hyderabad,30,98.68,3.55
S002956,NextGen Supply Solutions 2956,Kolkata,26,72.8,9.19
S002957,Pro Supply Solutions 2957,Ahmedabad,22,87.8,1.31
S002958,Industrial Supply Solutions 2958,Hyderabad,25,96.91,2.59
S002959,Premium Supply Solutions 2959,Kolkata,24,91.29,1.46
S002960,Industrial Supply Solutions 2960,Pune,26,85.7,3.01
S002961,NextGen Supply Solutions 2961,Jaipur,18,82.23,2.87
S002962,Industrial Supply Solutions 2962,Kochi,20,96.58,10.83
S002963,NextGen Supply Solutions 2963,Mumbai,16,78.42,4.06
S002964,Pro Supply Solutions 2964,Kolkata,20,95.64,4.39
S002965,Eco Supply Solutions 2965,Coimbatore,13,79.66,1.38
S002966,Premium Supply Solutions 2966,Indore,6,90.72,0.98
S002967,Smart Supply Solutions 2967,Kochi,29,96.13,2.79
S002968,Smart Supply Solutions 2968,Kochi,22,83.72,1.79
S002969,Eco Supply Solutions 2969,Bangalore,22,75.54,4.27
S002970,Standard Supply Solutions 2970,Coimbatore,10,66.73,2.4
S002971,Standard Supply Solutions 2971,Kochi,24,92.51,2.3
S002972,Pro Supply Solutions 2972,Indore,17,86.15,7.84
S002973,Premium Supply Solutions 2973,Indore,5,73.94,11.32
S002974,NextGen Supply Solutions 2974,Hyderabad,29,94.83,0.35
S002975,Pro Supply Solutions 2975,Bangalore,30,96.29,8.53
S002976,Industrial Supply Solutions 2976,Noida,27,95.16,7.98
S002977,Industrial Supply Solutions 2977,Kolkata,16,85.45,7.1
S002978,Power Supply Solutions 2978,Bangalore,9,98.2,8.37
S002979,Smart Supply Solutions 2979,Chennai,3,94.74,6.2
S002980,Industrial Supply Solutions 2980,Coimbatore,23,68.54,11.14
S002981,Eco Supply Solutions 2981,Pune,27,98.36,2.07
S002982,Pro Supply Solutions 2982,Hyderabad,5,83.66,5.79
S002983,Power Supply Solutions 2983,Noida,22,96.28,7.91
S002984,Power Supply Solutions 2984,Noida,3,90.85,10.92
S002985,Eco Supply Solutions 2985,Chennai,24,87.02,5.95
S002986,Standard Supply Solutions 2986,Lucknow,3,76.11,11.73
S002987,Eco Supply Solutions 2987,Gurgaon,30,65.92,7.95
S002988,Eco Supply Solutions 2988,Delhi,7,74.41,8.45
